time_step,item_id,item_name,buyer_id,seller_id,deal_made,deal_price,termination_reason,rounds_taken,buyer_value,seller_cost,buyer_surplus,seller_surplus
0,item_000,Widget A,buyer_t0_003,seller_t0_001,True,73.22,accepted,2,146.43,67.56,73.21000000000001,5.659999999999997
0,item_002,Doohickey C,buyer_t0_002,seller_t0_004,True,100.8,accepted,3,139.43,77.54,38.63000000000001,23.25999999999999
0,item_003,Thingamajig D,buyer_t0_001,seller_t0_003,False,,rejected,3,119.07,89.5,0.0,0.0
0,item_002,Doohickey C,buyer_t0_004,seller_t0_000,False,,rejected,3,118.39,99.07,0.0,0.0
1,item_002,Doohickey C,buyer_t1_002,seller_t1_001,True,62.58,accepted,2,131.16,53.35,68.58,9.229999999999997
1,item_004,Gizmo E,buyer_t1_000,seller_t1_002,True,57.77,accepted,2,127.07,54.52,69.29999999999998,3.25
1,item_003,Thingamajig D,buyer_t1_004,seller_t1_000,True,57.23,accepted,2,114.46,55.9,57.23,1.3299999999999983
1,item_004,Gizmo E,buyer_t1_001,seller_t1_003,True,67.42,accepted,3,101.89,59.14,34.47,8.280000000000001
2,item_004,Gizmo E,buyer_t2_004,seller_t2_004,True,72.5,accepted,2,144.99,51.02,72.49000000000001,21.479999999999997
2,item_004,Gizmo E,buyer_t2_003,seller_t2_000,True,66.29,accepted,2,132.58,57.78,66.29,8.510000000000005
2,item_004,Gizmo E,buyer_t2_001,seller_t2_003,True,96.89,accepted,3,123.89,69.21,27.0,27.680000000000007
2,item_002,Doohickey C,buyer_t2_000,seller_t2_002,True,93.52,accepted,3,117.67,75.42,24.150000000000006,18.099999999999994
2,item_002,Doohickey C,buyer_t2_002,seller_t2_001,False,,rejected,3,84.04,75.79,0.0,0.0
3,item_002,Doohickey C,buyer_t3_004,seller_t3_003,True,58.3,accepted,2,116.61,56.67,58.31,1.6299999999999955
3,item_001,Gadget B,buyer_t3_003,seller_t3_002,True,111.16,accepted,3,115.58,101.05,4.420000000000002,10.11
3,item_001,Gadget B,buyer_t3_002,seller_t3_004,False,,rejected,3,111.52,101.59,0.0,0.0
4,item_004,Gizmo E,buyer_t4_003,seller_t4_004,False,,rejected,3,122.09,84.6,0.0,0.0
4,item_000,Widget A,buyer_t4_001,seller_t4_001,True,103.27,accepted,3,120.27,86.06,17.0,17.209999999999994
4,item_003,Thingamajig D,buyer_t4_004,seller_t4_000,True,101.2,accepted,3,107.55,88.77,6.349999999999994,12.430000000000007
4,item_004,Gizmo E,buyer_t4_002,seller_t4_002,False,,rejected,3,102.76,89.32,0.0,0.0
