time_step,item_id,item_name,buyer_id,seller_id,deal_made,deal_price,termination_reason,rounds_taken,buyer_value,seller_cost,buyer_surplus,seller_surplus
0,item_001,Gadget B,buyer_t0_000,seller_t0_006,True,89.5,accepted,6,130.04,85.53,40.53999999999999,3.969999999999999
0,item_000,Widget A,buyer_t0_003,seller_t0_003,True,139.5,accepted,10,164.72,83.72,25.22,55.78
0,item_001,Gadget B,buyer_t0_007,seller_t0_000,True,88.0,accepted,6,92.09,77.92,4.090000000000003,10.079999999999998
0,item_002,Doohickey C,buyer_t0_002,seller_t0_002,False,,rejected,7,113.37,75.7,0.0,0.0
0,item_001,Gadget B,buyer_t0_006,seller_t0_008,True,90.0,accepted,5,95.83,46.24,5.829999999999998,43.76
0,item_004,Gizmo E,buyer_t0_005,seller_t0_004,True,141.5,accepted,8,166.95,76.03,25.44999999999999,65.47
0,item_002,Doohickey C,buyer_t0_009,seller_t0_007,True,106.5,accepted,8,137.8,87.17,31.30000000000001,19.33
0,item_004,Gizmo E,buyer_t0_001,seller_t0_005,True,143.0,accepted,4,145.39,65.99,2.3899999999999864,77.01
0,item_000,Widget A,buyer_t0_004,seller_t0_001,True,138.0,accepted,6,159.16,71.31,21.159999999999997,66.69
0,item_002,Doohickey C,buyer_t0_008,seller_t0_009,True,113.95,accepted,9,117.57,43.56,3.6199999999999903,70.39
1,item_004,Gizmo E,buyer_t1_007,seller_t1_004,True,155.0,accepted,6,157.68,63.43,2.680000000000007,91.57
1,item_004,Gizmo E,buyer_t1_003,seller_t1_002,False,,rejected,7,123.78,69.01,0.0,0.0
1,item_003,Thingamajig D,buyer_t1_008,seller_t1_007,True,97.5,accepted,5,130.17,89.96,32.66999999999999,7.540000000000006
1,item_000,Widget A,buyer_t1_002,seller_t1_003,False,,rejected,7,140.11,60.23,0.0,0.0
1,item_001,Gadget B,buyer_t1_009,seller_t1_008,True,92.0,accepted,5,92.27,70.23,0.269999999999996,21.769999999999996
1,item_002,Doohickey C,buyer_t1_000,seller_t1_001,True,99.5,accepted,8,99.78,52.95,0.28000000000000114,46.55
